,accountability_score,administrative_expenses,charity_name,charity_url,city,cn_advisory,compensation_leader_compensation,compensation_leader_expense_percent,compensation_leader_title,excess_or_deficit_for_year,financial_score,fundraising_expenses,net_assets,organization_type,other_revenue,overall_score,payments_to_affiliates,program_expenses,state,total_contributions,category,organization_type2,State_name_c,State_name,State_abv,State
4763,92,851447,WVIA Public Media,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8636,Pittston,,155720,2.7,"President, CEO",-918418,79.03,1210200,7649810,"Arts, Culture, Humanities : Public Broadcasting and Media ",246343,84.12,0,3699451,PA,3852885.0,"Arts, Culture, Humanities ", Public Broadcasting and Media ,PENNSYLVANIA,Pennsylvania,PA,42.0
4764,96,1579624,WXXI Public Broadcasting Council,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5039,Rochester,,344354,2.85,"President, CEO",-790773,87.76,2197285,20115904,"Arts, Culture, Humanities : Public Broadcasting and Media ",712342,90.89,0,8288276,NY,10330376.0,"Arts, Culture, Humanities ", Public Broadcasting and Media ,NEW YORK,New York,NY,36.0
4765,96,2179672,WTVS Detroit Public Television,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3618,Wixom,,334615,1.75,President & CEO,-1427730,76.11,4627584,17240086,"Arts, Culture, Humanities : Public Broadcasting and Media ",461942,82.87,0,12215945,MI,16513418.0,"Arts, Culture, Humanities ", Public Broadcasting and Media ,MICHIGAN,Michigan,MI,26.0
4766,89,276721,WTCI,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10096,Chattanooga,,162127,6.48,President & CEO,58770,79.65,230968,2081115,"Arts, Culture, Humanities : Public Broadcasting and Media ",516515,83.64,0,1991482,TN,1927423.0,"Arts, Culture, Humanities ", Public Broadcasting and Media ,TENNESSEE,Tennessee,TN,47.0
4767,96,4006562,WTTW,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4741,Chicago,,418708,0.86,President,1537661,81.0,9646023,41291064,"Arts, Culture, Humanities : Public Broadcasting and Media ",2316227,86.27,0,34704093,IL,35257188.0,"Arts, Culture, Humanities ", Public Broadcasting and Media ,ILLINOIS,Illinois,IL,17.0
4768,93,152689,WRKF 89.3,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14800,Baton Rouge,,102145,9.85,President,-76270,68.81,299492,542748,"Arts, Culture, Humanities : Public Broadcasting and Media ",31557,77.39,0,584389,LA,555399.0,"Arts, Culture, Humanities ", Public Broadcasting and Media ,LOUISIANA,Louisiana,LA,22.0
4769,81,214322,WRVM,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15765,Suring,,80152,7.42,General Manager,176791,92.5,36708,1887546,Religion : Religious Media and Broadcasting ,440989,85.55,0,828794,WI,476098.0,Religion , Religious Media and Broadcasting ,WISCONSIN,Wisconsin,WI,55.0
4770,90,1211136,Writers Theatre,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15009,Glencoe,,158110,2.54,Executive Director,2231800,87.64,688241,28947794,"Arts, Culture, Humanities : Performing Arts ",66168,88.75,0,4309643,IL,5666299.0,"Arts, Culture, Humanities ", Performing Arts ,ILLINOIS,Illinois,IL,17.0
4771,96,3527749,WPBT/Channel 2,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11545,Miami,,276307,1.62,"President, CEO",-992020,70.0,3454023,15615847,"Arts, Culture, Humanities : Public Broadcasting and Media ,This rating represents consolidated financial data for these organizations:",1619918,78.59,0,10014262,FL,9971898.0,"Arts, Culture, Humanities "," Public Broadcasting and Media ,This rating represents consolidated financial data for these organizations",FLORIDA,Florida,FL,12.0
4772,89,80798,United Way of Southwest Colorado,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13438,Durango,,65326,6.1,Chief Executive Officer,27966,73.2,167754,295350,"Community Development : United Ways , ",14586,79.51,7518,820908,CO,1082840.0,Community Development ," United Ways , ",COLORADO,Colorado,CO,7.0
4773,96,1450816,WQED Multimedia,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4773,Pittsburgh,,248278,2.23,President and CEO,-268517,61.34,2702521,9319420,"Arts, Culture, Humanities : Public Broadcasting and Media ",2062232,72.51,0,6935672,PA,7098077.0,"Arts, Culture, Humanities ", Public Broadcasting and Media ,PENNSYLVANIA,Pennsylvania,PA,42.0
4774,100,341013,United Way of Southern Kentucky,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15153,Bowling Green,,"President, CEO",382076.0,64.68,277771,1515803.0,"Community Development : United Ways , ",115099,75.02,26126,1225937.0,KY,2023546,,,,,,,,
4775,100,124759,United Way of Southern Chautauqua County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10018,Jamestown,,62024,4.53,Executive Director,242449,90.87,83054,2710106,"Community Development : United Ways , ",102666,93.54,0,1159286,NY,1506882.0,Community Development ," United Ways , ",NEW YORK,New York,NY,36.0
4776,100,108071,United Way of Southern Cameron County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12683,Brownsville,,76388,5.3,President & CEO,224777,87.5,112176,1875274,"Community Development : United Ways , ",170454,91.16,13053,1220862,TX,1495432.0,Community Development ," United Ways , ",TEXAS,Texas,TX,48.0
4777,96,435821,United Way of Southwest Louisiana,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13963,Lake Charles,,124748,3.25,"President, CEO",325995,77.31,570694,5494465,"Community Development : United Ways , ",20387,83.7,0,2829164,LA,4141287.0,Community Development ," United Ways , ",LOUISIANA,Louisiana,LA,22.0
4778,100,470042,United Way of Southeastern Connecticut,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9340,Gales Ferry,,127798,1.42,"President, CEO",417168,87.5,743690,9693793,"Community Development : United Ways , ",51059,91.16,62769,7777551,CT,9357392.0,Community Development ," United Ways , ",CONNECTICUT,Connecticut,CT,8.0
4779,93,209788,United Way of Southwest Alabama,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13946,Mobile,,57538,1.3,President & CEO,-454681,80.0,567604,3129868,"Community Development : United Ways , ",183709,85.01,49106,3638282,AL,3777284.0,Community Development ," United Ways , ",ALABAMA,Alabama,AL,1.0
4780,92,121599,United Way of Southeast Mississippi,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11661,Hattiesburg,,,-67409.0,81.35,147574,1518272.0,"Community Development : United Ways , ",-20926,85.65,0,895491.0,MS,1118181,,,,,,,,
4781,89,116178,United Way of South Texas,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15391,McAllen,,105699,4.31,President,-75904,80.87,380827,5512838,"Community Development : United Ways , ",9609,84.39,35845,1951910,TX,2240367.0,Community Development ," United Ways , ",TEXAS,Texas,TX,48.0
4782,100,1133158,United Way of Southeast Louisiana,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4626,New Orleans,,242311,1.54,"President, CEO",405999,78.66,1963239,11903706,"Community Development : United Ways , ",-123983,84.91,132053,12587351,LA,15839751.0,Community Development ," United Ways , ",LOUISIANA,Louisiana,LA,22.0
4783,100,1237528,United Way of Southern Nevada,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6404,Las Vegas,,58808,0.63,Chief Executive Officer,770889,68.51,1116278,4921792,"Community Development : United Ways , ",18277,77.73,91679,6865809,NV,7580462.0,Community Development ," United Ways , ",NEVADA,Nevada,NV,32.0
4784,58,104240,United Way of Southeast Arkansas,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14638,Pine Bluff,,,-361987.0,84.11,126615,5327854.0,"Community Development : United Ways , ",-129360,68.24,13466,937212.0,AR,935440,,,,,,,,
4785,96,344216,United Way of South Mississippi,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13838,Gulfport,,75000,3.27,Executive Director,-210452,79.9,160579,2695503,"Community Development : United Ways , ",-36276,85.5,0,1783931,MS,2114550.0,Community Development ," United Ways , ",MISSISSIPPI,Mississippi,MS,28.0
4786,88,48403,United Way of Southeast Missouri,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11320,Cape Girardeau,,54808,5.73,Executive Director,-29316,81.64,125653,1101187,"Community Development : United Ways , ",27672,84.49,9039,782200,MO,899268.0,Community Development ," United Ways , ",MISSOURI,Missouri,MO,29.0
4787,100,798831,United Way of South Hampton Roads,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5484,Norfolk,,178207,0.95,President & CEO,2571110,80.32,1961527,14908382,"Community Development : United Ways , ",2239345,86.08,152582,15983800,VA,17948187.0,Community Development ," United Ways , ",VIRGINIA,Virginia,VA,51.0
4788,93,250238,United Way of Smith County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14050,Tyler,,87342,4.07,"President, CEO",-76528,73.3,423380,2886823,"Community Development : United Ways , ",68348,80.48,20478,1471215,TX,1999957.0,Community Development ," United Ways , ",TEXAS,Texas,TX,48.0
4789,96,893014,United Way of Snohomish County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7387,Everett,,142032,1.9,Chief Executive Officer,-201512,73.4,958591,5632299,"Community Development : United Ways , ",238291,80.97,76425,5607091,WA,7018893.0,Community Development ," United Ways , ",WASHINGTON,Washington,WA,53.0
4790,93,156349,United Way of Southern Chester County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12940,Kennett Square,,85286,7.99,Chief Executive Officer,32233,75.0,3386,316052,"Community Development : United Ways , ",14953,81.64,0,906512,PA,1083527.0,Community Development ," United Ways , ",PENNSYLVANIA,Pennsylvania,PA,42.0
4791,100,130715,United Way of Siouxland,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13781, Sioux City,,87045,2.64,President,144675,84.74,414304,3849792,"Community Development : United Ways , ",20364,89.2,33426,2749496,IA,3418826.0,Community Development ," United Ways , ",IOWA,Iowa,IA,19.0
4792,100,208871,Wounded Warriors Family Support,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13275,Omaha,,110000,2.86,President,-101454,96.61,307256,2085041,Human Services : Social Services ,29240,97.6,0,3319710,NE,3705143.0,Human Services , Social Services ,NEBRASKA,Nebraska,NE,31.0
4793,89,522060,United Way of Santa Cruz County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7718,Capitola,,102410,2.78,Executive Director,30443,75.07,324439,384857,"Community Development : United Ways , ",155463,80.73,0,2828654,CA,3548283.0,Community Development ," United Ways , ",CALIFORNIA,California,CA,6.0
4794,92,151754,United Way of Sheboygan County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15762,Sheboygan,,75498,3.41,Executive Director,517371,82.69,218976,1346207,"Community Development : United Ways , ",79466,86.51,28354,1840335,WI,2648970.0,Community Development ," United Ways , ",WISCONSIN,Wisconsin,WI,55.0
4795,100,307493,United Way of Santa Barbara County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8858,Santa Barbara,,199000,8.21,Chief Executive Officer,-376781,80.18,337835,10077839,"Community Development : United Ways , ",261659,85.98,20885,1776390,CA,1783278.0,Community Development ," United Ways , ",CALIFORNIA,California,CA,6.0
4796,100,227098,United Way of Santa Fe County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9313,Santa Fe,,173048,5.28,CEO & President,-235127,84.82,402261,3598534,"Community Development : United Ways , ",123494,89.26,14952,2646883,NM,2917621.0,Community Development ," United Ways , ",NEW MEXICO,New Mexico,NM,35.0
4797,96,949079,United Way of San Diego County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4651,San Diego,,269807,1.67,"President, CEO",-756485,82.32,1523911,10337198,"Community Development : United Ways , ",194093,87.18,135235,13595674,CA,14993294.0,Community Development ," United Ways , ",CALIFORNIA,California,CA,6.0
4798,89,1103129,United Way of San Antonio and Bexar County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4650,San Antonio,,,-41057.0,91.25,2128732,37056399.0,"Community Development : United Ways , ",358561,90.06,458068,47718784.0,TX,50551027,,,,,,,,
4799,96,403543,United Way of Rutherford and Cannon Counties,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14875,Murfreesboro,,90300,2.8,"President, CEO",-68955,85.17,120448,1551291,"Community Development : United Ways , ",5026,89.13,0,2692142,TN,3142152.0,Community Development ," United Ways , ",TENNESSEE,Tennessee,TN,47.0
4800,100,1085689,United Way of Salt Lake,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7375,Salt Lake City,,184258,1.2,"President, CEO",-3048419,90.64,2075673,23576965,"Community Development : United Ways , ",36924,93.38,112516,12086878,UT,12144781.0,Community Development ," United Ways , ",UTAH,Utah,UT,49.0
4801,92,231767,United Way of Saginaw County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14924,Saginaw,,79500,3.56,"CEO, President",-61401,82.3,118888,2830856,"Community Development : United Ways , ",135495,86.26,22614,1882296,MI,2036055.0,Community Development ," United Ways , ",MICHIGAN,Michigan,MI,26.0
4802,89,595713,United Way of Roanoke Valley,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9570,Roanoke,,133420,2.23,"President, CEO",-381805,74.74,471747,3828370,"Community Development : United Ways , ",127450,80.51,57800,4906315,VA,5464520.0,Community Development ," United Ways , ",VIRGINIA,Virginia,VA,51.0
4803,81,98383,United Way of Richland County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14603,Mansfield,,65942,4.97,Executive Director,-148769,75.25,201658,1202644,"Community Development : United Ways , ",24455,77.93,19201,1026102,OH,1152919.0,Community Development ," United Ways , ",OHIO,Ohio,OH,39.0
4804,96,1154006,United Way of Rhode Island,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4652,Providence,,275278,1.55,"President, CEO",907262,71.44,2184680,8168340,"Community Development : United Ways , ",122712,79.6,136468,14344853,RI,18388058.0,Community Development ," United Ways , ",RHODE ISLAND,Rhode Island,RI,44.0
4805,77,120714,United Way of Reno County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14188,Hutchinson,,72200,4.39,Executive Director,-65124,92.84,100384,1470885,"Community Development : United Ways , ",22414,82.96,17793,1421909,KS,1555169.0,Community Development ," United Ways , ",KANSAS,Kansas,KS,20.0
4806,96,532755,United Way of Racine County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14481,Racine,,117877,2.47,President,152213,80.92,498404,7268009,"Community Development : United Ways , ",160752,86.21,50807,3730073,WI,4752693.0,Community Development ," United Ways , ",WISCONSIN,Wisconsin,WI,55.0
4807,100,42813,United Way of Pueblo County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15948,Pueblo,,72641,5.94,"President, CEO",9025,85.0,84178,1570604,"Community Development : United Ways , ",49472,89.39,11750,1094075,CO,1104239.0,Community Development ," United Ways , ",COLORADO,Colorado,CO,7.0
4808,100,192711,United Way of Rock River Valley,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14734,Rockford,,119375,2.48,CEO,-353463,86.83,502837,4838076,"Community Development : United Ways , ",77695,90.68,46953,4115569,IL,4379959.0,Community Development ," United Ways , ",ILLINOIS,Illinois,IL,17.0
4809,97,19800383,Wounded Warrior Project,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12842,Jacksonville,,Chief Executive Officer,19567314.0,84.27,69367589,314207381.0,Human Services : Social Services ,19099703,88.67,0,213072142.0,FL,302707725,,,,,,,,
4810,100,219234,Worldwide Orphans Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11549,Maplewood,,202047,5.71,Chief Executive Officer,-920432,81.69,448347,2673861,International : Development and Relief Services ,-239540,87.05,0,2870407,NJ,2857096.0,International , Development and Relief Services ,NEW JERSEY,New Jersey,NJ,34.0
